YY;MM;DD;hora;irradiancia;temperatura;precipitacion
2022;11;11;19;0.0;21.22;0.2
2022;11;11;20;0.0;20.89;0.29
2022;11;11;21;0.0;20.63;0.54
2022;11;11;22;0.0;20.45;0.87
2022;11;11;23;0.0;20.3;1.03
2022;11;12;0;0.0;20.19;0.89
2022;11;12;1;0.0;20.1;0.55
2022;11;12;2;0.0;20.24;0.35
2022;11;12;3;0.0;20.48;0.32
2022;11;12;4;0.0;20.55;0.39
2022;11;12;5;0.0;20.55;0.48
2022;11;12;6;108.52;20.65;0.61
2022;11;12;7;276.84;21.26;0.15
2022;11;12;8;466.89;21.96;0.12
2022;11;12;9;573.94;22.78;0.08
2022;11;12;10;604.11;23.08;0.05
2022;11;12;11;498.07;23.76;0.03
2022;11;12;12;433.59;24.34;0.03
2022;11;12;13;337.95;24.62;0.03
2022;11;12;14;166.2;24.56;0.05
2022;11;12;15;89.07;24.17;0.06
2022;11;12;16;30.68;23.46;0.07
2022;11;12;17;6.6;22.3;0.09
2022;11;12;18;0.0;21.48;0.16
2022;11;12;19;0.0;21.22;0.24
2022;11;12;20;0.0;20.85;0.23
2022;11;12;21;0.0;20.58;0.19
2022;11;12;22;0.0;20.59;0.15
2022;11;12;23;0.0;20.73;0.12
2022;11;13;0;0.0;20.83;0.09
2022;11;13;1;0.0;20.85;0.08
2022;11;13;2;0.0;20.79;0.07
2022;11;13;3;0.0;20.61;0.06
2022;11;13;4;0.0;20.47;0.06
2022;11;13;5;0.0;20.52;0.05
2022;11;13;6;104.75;21.29;0.04
2022;11;13;7;295.19;23.12;0.02
2022;11;13;8;492.55;25.05;0.02
2022;11;13;9;535.31;26.44;0.02
2022;11;13;10;553.28;27.98;0.01
2022;11;13;11;504.02;28.89;0.01
2022;11;13;12;521.42;29.22;0.02
2022;11;13;13;371.43;28.99;0.03
2022;11;13;14;242.09;28.48;0.04
2022;11;13;15;136.8;27.63;0.05
2022;11;13;16;57.48;26.49;0.06
2022;11;13;17;6.65;24.69;0.07
2022;11;13;18;0.0;23.63;0.07
2022;11;13;19;0.0;23.07;0.06
2022;11;13;20;0.0;22.62;0.05
2022;11;13;21;0.0;22.26;0.04
2022;11;13;22;0.0;22.02;0.04
2022;11;13;23;0.0;21.9;0.04
2022;11;14;0;0.0;21.77;0.03
2022;11;14;1;0.0;21.58;0.02
2022;11;14;2;0.0;21.4;0.02
2022;11;14;3;0.0;21.29;0.01
2022;11;14;4;0.0;21.15;0.01
2022;11;14;5;0.0;21.01;0.01
2022;11;14;6;87.8;21.56;0.01
2022;11;14;7;284.05;22.95;0.0
2022;11;14;8;456.1;24.48;0.0
2022;11;14;9;515.19;25.63;0.0
2022;11;14;10;550.62;26.15;0.0
2022;11;14;11;628.45;26.32;0.0
2022;11;14;12;511.48;26.18;0.0
2022;11;14;13;406.51;25.85;0.0
2022;11;14;14;403.48;25.51;0.0
2022;11;14;15;259.62;25.01;0.0
2022;11;14;16;108.24;24.24;0.0
2022;11;14;17;8.22;22.96;0.0
2022;11;14;18;0.0;22.05;0.0
2022;11;14;19;0.0;21.61;0.0
2022;11;14;20;0.0;21.24;0.0
2022;11;14;21;0.0;20.94;0.0
2022;11;14;22;0.0;20.68;0.0
2022;11;14;23;0.0;20.58;0.0
2022;11;15;0;0.0;20.72;0.0
2022;11;15;1;0.0;20.99;0.0
2022;11;15;2;0.0;21.12;0.0
2022;11;15;3;0.0;21.12;0.0
2022;11;15;4;0.0;21.18;0.0
2022;11;15;5;0.0;21.2;0.0
2022;11;15;6;100.6;21.88;0.0
2022;11;15;7;257.31;24.71;0.0
2022;11;15;8;397.55;27.05;0.0
2022;11;15;9;478.38;28.58;0.0
2022;11;15;10;551.71;29.76;0.0
2022;11;15;11;596.94;30.4;0.0
2022;11;15;12;620.8;30.69;0.0
2022;11;15;13;482.85;30.54;0.0
2022;11;15;14;402.19;30.04;0.0
2022;11;15;15;245.98;29.13;0.0
2022;11;15;16;96.12;27.77;0.0
2022;11;15;17;9.09;25.67;0.0
2022;11;15;18;0.0;24.48;0.0
2022;11;15;19;0.0;24.11;0.0
2022;11;15;20;0.0;23.98;0.0
2022;11;15;21;0.0;23.71;0.0
2022;11;15;22;0.0;23.17;0.0
2022;11;15;23;0.0;22.72;0.0
2022;11;16;0;0.0;22.44;0.0
2022;11;16;1;0.0;22.12;0.0
2022;11;16;2;0.0;21.98;0.0
2022;11;16;3;0.0;22.08;0.0
2022;11;16;4;0.0;22.15;0.0
2022;11;16;5;0.0;22.07;0.0
2022;11;16;6;89.4;22.48;0.0
2022;11;16;7;232.89;24.48;0.12
2022;11;16;8;391.71;26.04;0.16
2022;11;16;9;482.57;27.33;0.16
2022;11;16;10;572.22;28.6;0.15
2022;11;16;11;648.84;29.4;0.15
2022;11;16;12;622.27;29.76;0.16
2022;11;16;13;534.41;30.04;0.16
2022;11;16;14;403.92;29.87;0.15
2022;11;16;15;231.91;29.0;0.15
2022;11;16;16;84.61;27.66;0.17
2022;11;16;17;9.32;25.76;0.23
2022;11;16;18;0.0;24.68;0.24
2022;11;16;19;0.0;23.98;0.24
2022;11;16;20;0.0;23.29;0.26
2022;11;16;21;0.0;22.71;0.25
2022;11;16;22;0.0;22.15;0.31
2022;11;16;23;0.0;21.69;0.28
2022;11;17;0;0.0;21.27;0.29
2022;11;17;1;0.0;20.98;0.31
2022;11;17;2;0.0;20.88;0.34
2022;11;17;3;0.0;20.8;0.43
2022;11;17;4;0.0;20.64;0.58
2022;11;17;5;0.0;20.62;0.52
2022;11;17;6;77.94;21.57;0.44
2022;11;17;7;218.32;23.54;0.14
2022;11;17;8;365.76;25.57;0.1
2022;11;17;9;486.37;26.76;0.08
2022;11;17;10;509.52;28.05;0.07
2022;11;17;11;545.58;29.0;0.05
2022;11;17;12;587.88;29.26;0.04
2022;11;17;13;510.16;28.65;0.03
2022;11;17;14;404.11;27.67;0.04
2022;11;17;15;238.59;26.35;0.07
2022;11;17;16;88.63;24.99;0.1
2022;11;17;17;8.25;23.81;0.1
2022;11;17;18;0.0;23.13;0.08
2022;11;17;19;0.0;22.77;0.07
2022;11;17;20;0.0;22.48;0.07
2022;11;17;21;0.0;22.48;0.05
2022;11;17;22;0.0;22.57;0.04
2022;11;17;23;0.0;22.61;0.03
2022;11;18;0;0.0;22.42;0.02
2022;11;18;1;0.0;22.11;0.02
2022;11;18;2;0.0;21.93;0.03
2022;11;18;3;0.0;21.73;0.03
2022;11;18;4;0.0;21.6;0.02
2022;11;18;5;0.0;21.51;0.02
2022;11;18;6;38.47;21.97;0.02
2022;11;18;7;143.64;23.57;0.04
2022;11;18;8;273.78;25.56;0.03
2022;11;18;9;259.98;27.25;0.04
2022;11;18;10;352.57;29.04;0.05
2022;11;18;11;296.66;30.15;0.06
2022;11;18;12;206.46;30.62;0.08
2022;11;18;13;171.2;30.51;0.1
2022;11;18;14;137.23;29.92;0.11
2022;11;18;15;138.77;28.84;0.12
2022;11;18;16;50.16;27.39;0.13
2022;11;18;17;7.02;25.16;0.13
2022;11;18;18;0.0;23.77;0.11
2022;11;18;19;0.0;23.12;0.08
2022;11;18;20;0.0;22.7;0.07
2022;11;18;21;0.0;22.4;0.06
2022;11;18;22;0.0;22.12;0.05
2022;11;18;23;0.0;21.9;0.04
2022;11;19;0;0.0;21.73;0.04
2022;11;19;1;0.0;21.56;0.04
2022;11;19;2;0.0;21.39;0.04
2022;11;19;3;0.0;21.26;0.04
2022;11;19;4;0.0;21.22;0.05
2022;11;19;5;0.0;21.19;0.06
2022;11;19;6;93.08;21.68;0.06
2022;11;19;7;251.84;23.37;0.0
2022;11;19;8;448.66;24.8;0.0
2022;11;19;9;585.75;26.58;0.0
2022;11;19;10;683.66;27.9;0.0
2022;11;19;11;617.59;28.71;0.0
2022;11;19;12;487.16;29.26;0.0
2022;11;19;13;375.71;29.53;0.0
2022;11;19;14;316.84;29.44;0.0
2022;11;19;15;222.48;28.85;0.0
2022;11;19;16;91.05;27.58;0.0
2022;11;19;17;8.53;25.58;0.0
2022;11;19;18;0.0;24.51;0.0
2022;11;19;19;0.0;24.1;0.0
2022;11;19;20;0.0;23.61;0.0
2022;11;19;21;0.0;23.01;0.0
2022;11;19;22;0.0;22.56;0.0
2022;11;19;23;0.0;22.21;0.0
2022;11;20;0;0.0;21.9;0.0
2022;11;20;1;0.0;21.69;0.0
2022;11;20;2;0.0;21.57;0.0
2022;11;20;3;0.0;21.65;0.0
2022;11;20;4;0.0;21.62;0.0
2022;11;20;5;0.0;21.49;0.0
2022;11;20;6;94.4;22.03;0.0
2022;11;20;7;251.73;23.87;0.02
2022;11;20;8;399.38;25.82;0.01
2022;11;20;9;577.53;27.92;0.01
2022;11;20;10;571.76;29.85;0.01
2022;11;20;11;612.51;31.05;0.02
2022;11;20;12;555.2;31.39;0.02
2022;11;20;13;436.49;30.85;0.02
2022;11;20;14;371.52;30.26;0.02
2022;11;20;15;224.6;29.34;0.02
2022;11;20;16;93.73;28.03;0.02
2022;11;20;17;9.21;26.19;0.02
2022;11;20;18;0.0;25.01;0.02
2022;11;20;19;0.0;24.43;0.01
2022;11;20;20;0.0;24.02;0.01
2022;11;20;21;0.0;23.68;0.01
2022;11;20;22;0.0;23.35;0.01
2022;11;20;23;0.0;23.12;0.02
2022;11;21;0;0.0;22.94;0.04
2022;11;21;1;0.0;22.67;0.07
2022;11;21;2;0.0;22.33;0.07
2022;11;21;3;0.0;22.12;0.03
2022;11;21;4;0.0;21.97;0.01
2022;11;21;5;0.0;21.81;0.01
2022;11;21;6;49.37;22.08;0.02
2022;11;21;7;150.29;22.98;0.03
2022;11;21;8;292.48;23.96;0.02
2022;11;21;9;331.03;25.12;0.01
2022;11;21;10;432.78;26.4;0.01
2022;11;21;11;442.76;27.69;0.02
2022;11;21;12;435.38;29.08;0.02
2022;11;21;13;312.23;29.81;0.02
2022;11;21;14;247.83;29.5;0.03
2022;11;21;15;153.79;28.69;0.03
2022;11;21;16;63.73;27.33;0.04
2022;11;21;17;8.82;25.47;0.04
2022;11;21;18;0.0;24.27;0.04
2022;11;21;19;0.0;23.62;0.05
2022;11;21;20;0.0;22.98;0.06
2022;11;21;21;0.0;22.37;0.04
2022;11;21;22;0.0;21.76;0.04
2022;11;21;23;0.0;21.12;0.03
2022;11;22;0;0.0;20.7;0.04
2022;11;22;1;0.0;20.41;0.04
2022;11;22;2;0.0;20.21;0.03
2022;11;22;3;0.0;20.12;0.03
2022;11;22;4;0.0;20.12;0.03
2022;11;22;5;0.0;20.26;0.02
2022;11;22;6;115.68;20.73;0.02
2022;11;22;7;332.09;22.44;0.14
2022;11;22;8;544.2;24.39;0.13
2022;11;22;9;689.73;26.82;0.13
2022;11;22;10;783.5;28.93;0.12
2022;11;22;11;729.68;30.3;0.11
2022;11;22;12;694.58;30.98;0.11
2022;11;22;13;534.02;31.01;0.11
2022;11;22;14;370.78;30.59;0.12
2022;11;22;15;232.18;29.53;0.11
2022;11;22;16;100.54;28.08;0.14
2022;11;22;17;9.35;25.83;0.14
2022;11;22;18;0.0;24.3;0.14
2022;11;22;19;0.0;23.48;0.13
2022;11;22;20;0.0;22.87;0.14
2022;11;22;21;0.0;22.33;0.12
2022;11;22;22;0.0;21.79;0.16
2022;11;22;23;0.0;21.33;0.2
2022;11;23;0;0.0;21.26;0.27
2022;11;23;1;0.0;21.24;0.35
2022;11;23;2;0.0;21.19;0.46
2022;11;23;3;0.0;21.12;0.59
2022;11;23;4;0.0;21.08;0.77
2022;11;23;5;0.0;21.01;1.14
2022;11;23;6;70.23;21.24;1.54
2022;11;23;7;203.41;21.61;0.14
2022;11;23;8;364.22;22.01;0.13
2022;11;23;9;431.38;22.73;0.11
2022;11;23;10;464.01;24.04;0.09
2022;11;23;11;471.17;25.41;0.06
2022;11;23;12;520.72;26.3;0.04
2022;11;23;13;423.03;26.49;0.03
2022;11;23;14;349.05;26.16;0.02
2022;11;23;15;224.62;25.45;0.01
2022;11;23;16;93.95;24.47;0.01
2022;11;23;17;8.34;23.14;0.01
2022;11;23;18;0.0;22.16;0.01
2022;11;23;19;0.0;21.65;0.01
2022;11;23;20;0.0;21.42;0.01
2022;11;23;21;0.0;21.28;0.01
2022;11;23;22;0.0;21.15;0.01
2022;11;23;23;0.0;21.19;0.01
2022;11;24;0;0.0;21.26;0.01
2022;11;24;1;0.0;21.37;0.01
2022;11;24;2;0.0;21.29;0.01
2022;11;24;3;0.0;21.12;0.01
2022;11;24;4;0.0;20.89;0.01
2022;11;24;5;0.0;20.77;0.01
2022;11;24;6;109.36;21.03;0.01
2022;11;24;7;286.45;22.14;0.03
2022;11;24;8;466.03;23.16;0.04
2022;11;24;9;539.23;24.09;0.06
2022;11;24;10;603.05;25.02;0.07
2022;11;24;11;646.34;25.87;0.07
2022;11;24;12;608.21;26.51;0.08
2022;11;24;13;446.27;27.03;0.09
2022;11;24;14;359.12;27.19;0.1
2022;11;24;15;208.62;26.84;0.09
2022;11;24;16;88.8;25.9;0.1
2022;11;24;17;8.57;24.11;0.09
2022;11;24;18;0.0;22.9;0.07
2022;11;24;19;0.0;22.29;0.06
2022;11;24;20;0.0;21.83;0.03
2022;11;24;21;0.0;21.76;0.04
2022;11;24;22;0.0;21.74;0.06
2022;11;24;23;0.0;21.42;0.08
2022;11;25;0;0.0;21.09;0.09
2022;11;25;1;0.0;20.83;0.09
2022;11;25;2;0.0;20.71;0.09
2022;11;25;3;0.0;20.36;0.1
2022;11;25;4;0.0;20.26;0.11
2022;11;25;5;0.0;20.19;0.08
2022;11;25;6;95.46;20.8;0.08
2022;11;25;7;292.13;22.62;0.0
2022;11;25;8;488.24;24.32;0.0
2022;11;25;9;608.88;26.56;0.0
2022;11;25;10;703.18;28.44;0.0
2022;11;25;11;707.06;29.71;0.0
2022;11;25;12;624.02;30.58;0.0
2022;11;25;13;491.35;30.73;0.0
2022;11;25;14;363.16;30.28;0.0
2022;11;25;15;226.24;29.47;0.0
2022;11;25;16;100.73;27.87;0.0
2022;11;25;17;8.66;25.75;0.0
2022;11;25;18;0.0;24.82;0.0
2022;11;25;19;0.0;24.58;0.0
2022;11;25;20;0.0;24.02;0.0
2022;11;25;21;0.0;23.66;0.0
2022;11;25;22;0.0;23.26;0.0
2022;11;25;23;0.0;22.76;0.0
2022;11;26;0;0.0;22.46;0.0
2022;11;26;1;0.0;22.13;0.0
2022;11;26;2;0.0;21.76;0.0
2022;11;26;3;0.0;21.5;0.0
2022;11;26;4;0.0;21.27;0.0
2022;11;26;5;0.0;21.27;0.0
2022;11;26;6;83.13;21.88;0.0
2022;11;26;7;277.31;24.14;0.02
2022;11;26;8;468.91;26.16;0.05
2022;11;26;9;580.43;27.55;0.08
2022;11;26;10;711.34;28.69;0.1
2022;11;26;11;609.87;29.51;0.12
2022;11;26;12;602.82;29.51;0.14
2022;11;26;13;483.23;28.8;0.17
2022;11;26;14;401.26;27.73;0.2
2022;11;26;15;234.22;26.5;0.22
2022;11;26;16;87.95;25.19;0.24
2022;11;26;17;9.41;23.95;0.22
2022;11;26;18;0.0;23.19;0.17
2022;11;26;19;0.0;22.69;0.1
2022;11;26;20;0.0;22.37;0.08
2022;11;26;21;0.0;22.04;0.1
2022;11;26;22;0.0;21.76;0.17
2022;11;26;23;0.0;21.51;0.24
2022;11;27;0;0.0;21.29;0.25
2022;11;27;1;0.0;20.96;0.23
2022;11;27;2;0.0;20.63;0.21
2022;11;27;3;0.0;20.3;0.19
2022;11;27;4;0.0;19.98;0.15
2022;11;27;5;0.0;19.62;0.11
2022;11;27;6;79.86;19.58;0.07
2022;11;27;7;236.56;20.22;0.03
2022;11;27;8;384.32;20.87;0.02
2022;11;27;9;431.7;21.71;0.03
2022;11;27;10;555.49;22.99;0.03
2022;11;27;11;556.52;24.26;0.04
2022;11;27;12;531.82;25.12;0.06
2022;11;27;13;474.49;25.46;0.11
2022;11;27;14;340.46;25.31;0.16
2022;11;27;15;192.7;24.79;0.17
2022;11;27;16;73.23;23.98;0.14
2022;11;27;17;9.75;22.88;0.11
2022;11;27;18;0.0;22.33;0.11
2022;11;27;19;0.0;22.21;0.1
2022;11;27;20;0.0;22.05;0.09
2022;11;27;21;0.0;21.9;0.08
2022;11;27;22;0.0;21.58;0.07
2022;11;27;23;0.0;21.2;0.06
2022;11;28;0;0.0;20.93;0.08
2022;11;28;1;0.0;20.79;0.08
2022;11;28;2;0.0;20.7;0.08
2022;11;28;3;0.0;20.55;0.06
2022;11;28;4;0.0;20.36;0.06
2022;11;28;5;0.0;20.2;0.05
2022;11;28;6;85.06;20.51;0.05
2022;11;28;7;273.03;21.65;0.64
2022;11;28;8;457.48;23.32;0.73
2022;11;28;9;594.47;24.9;0.86
2022;11;28;10;658.49;25.62;1.06
2022;11;28;11;552.12;25.8;1.24
2022;11;28;12;547.58;25.42;1.1
2022;11;28;13;489.39;24.96;0.64
2022;11;28;14;333.41;24.42;0.3
2022;11;28;15;192.19;23.65;0.14
2022;11;28;16;73.79;22.65;0.09
2022;11;28;17;9.27;21.69;0.12
2022;11;28;18;0.0;21.13;0.18
2022;11;28;19;0.0;20.91;0.23
2022;11;28;20;0.0;20.81;0.34
2022;11;28;21;0.0;20.73;0.68
2022;11;28;22;0.0;20.65;0.76
2022;11;28;23;0.0;20.55;0.48
2022;11;29;0;0.0;20.46;0.2
2022;11;29;1;0.0;20.4;0.12
2022;11;29;2;0.0;20.33;0.2
2022;11;29;3;0.0;20.11;0.36
2022;11;29;4;0.0;19.91;0.56
2022;11;29;5;0.0;19.77;0.62
2022;11;29;6;66.74;19.92;0.59
2022;11;29;7;240.1;20.72;0.37
2022;11;29;8;403.16;21.59;0.34
2022;11;29;9;396.02;22.74;0.31
2022;11;29;10;486.59;23.98;0.35
2022;11;29;11;490.72;25.61;0.41
2022;11;29;12;492.05;26.26;0.5
2022;11;29;13;340.09;25.76;0.57
2022;11;29;14;275.77;24.58;0.51
2022;11;29;15;164.23;23.37;0.33
2022;11;29;16;75.16;22.32;0.19
2022;11;29;17;9.71;21.44;0.14
2022;11;29;18;0.0;21.0;0.13
2022;11;29;19;0.0;20.8;0.14
2022;11;29;20;0.0;20.65;0.16
2022;11;29;21;0.0;20.56;0.25
2022;11;29;22;0.0;20.55;0.42
2022;11;29;23;0.0;20.46;0.59
2022;11;30;0;0.0;20.26;0.8
2022;11;30;1;0.0;20.06;1.0
2022;11;30;2;0.0;19.92;1.28
2022;11;30;3;0.0;19.81;1.44
2022;11;30;4;0.0;19.58;1.44
2022;11;30;5;0.0;19.4;1.45
2022;11;30;6;31.27;19.53;1.3
2022;11;30;7;154.4;20.15;0.07
2022;11;30;8;255.18;20.72;0.06
2022;11;30;9;389.82;21.33;0.05
2022;11;30;10;520.38;22.58;0.04
2022;11;30;11;541.23;24.44;0.03
2022;11;30;12;536.41;25.64;0.02
2022;11;30;13;460.16;26.08;0.02
2022;11;30;14;391.91;26.15;0.01
2022;11;30;15;263.68;25.85;0.01
2022;11;30;16;125.62;24.94;0.01
2022;11;30;17;11.77;22.95;0.01
2022;11;30;18;0.0;21.67;0.0
2022;11;30;19;0.0;21.07;0.0
2022;11;30;20;0.0;20.73;0.0
2022;11;30;21;0.0;20.51;0.0
2022;11;30;22;0.0;20.3;0.01
2022;11;30;23;0.0;19.96;0.01
2022;12;1;0;0.0;19.58;0.01
2022;12;1;1;0.0;19.3;0.01
2022;12;1;2;0.0;19.09;0.01
2022;12;1;3;0.0;18.98;0.01
2022;12;1;4;0.0;18.92;0.01
2022;12;1;5;0.0;18.84;0.01
2022;12;1;6;70.41;19.44;0.01
2022;12;1;7;235.24;20.73;0.08
2022;12;1;8;423.7;21.86;0.08
2022;12;1;9;490.84;23.37;0.1
2022;12;1;10;614.14;24.67;0.12
2022;12;1;11;576.4;25.56;0.12
2022;12;1;12;487.63;26.16;0.12
2022;12;1;13;427.45;26.32;0.13
2022;12;1;14;347.84;26.13;0.12
2022;12;1;15;221.73;25.61;0.1
2022;12;1;16;108.55;24.62;0.09
2022;12;1;17;11.44;22.71;0.08
2022;12;1;18;0.0;21.3;0.07
2022;12;1;19;0.0;20.76;0.05
2022;12;1;20;0.0;20.4;0.04
2022;12;1;21;0.0;20.19;0.06
2022;12;1;22;0.0;19.88;0.08
2022;12;1;23;0.0;19.5;0.11
2022;12;2;0;0.0;18.91;0.15
2022;12;2;1;0.0;18.63;0.19
2022;12;2;2;0.0;18.51;0.21
2022;12;2;3;0.0;18.39;0.2
2022;12;2;4;0.0;18.39;0.18
2022;12;2;5;0.0;18.25;0.17
2022;12;2;6;100.23;18.87;0.14
2022;12;2;7;309.13;20.15;0.03
2022;12;2;8;533.27;21.63;0.03
2022;12;2;9;699.17;23.64;0.03
2022;12;2;10;804.06;25.62;0.03
2022;12;2;11;822.7;26.85;0.02
2022;12;2;12;754.17;27.64;0.02
2022;12;2;13;665.21;27.89;0.02
2022;12;2;14;442.94;27.69;0.02
2022;12;2;15;288.66;26.9;0.02
2022;12;2;16;121.32;25.83;0.03
2022;12;2;17;11.34;23.93;0.03
2022;12;2;18;0.0;22.76;0.04
2022;12;2;19;0.0;22.33;0.05
2022;12;2;20;0.0;21.9;0.06
2022;12;2;21;0.0;21.38;0.08
2022;12;2;22;0.0;20.92;0.09
2022;12;2;23;0.0;20.48;0.13
2022;12;3;0;0.0;20.14;0.23
2022;12;3;1;0.0;20.1;0.32
2022;12;3;2;0.0;20.05;0.33
2022;12;3;3;0.0;19.95;0.28
2022;12;3;4;0.0;19.87;0.22
2022;12;3;5;0.0;19.78;0.16
2022;12;3;6;82.49;20.13;0.11
2022;12;3;7;269.53;20.86;0.0
2022;12;3;8;446.1;21.36;0.0
2022;12;3;9;580.05;22.26;0.0
2022;12;3;10;659.69;23.8;0.0
2022;12;3;11;573.98;25.78;0.0
2022;12;3;12;610.31;26.92;0.0
2022;12;3;13;528.55;27.43;0.0
2022;12;3;14;408.73;27.51;0.0
2022;12;3;15;254.3;27.07;0.0
2022;12;3;16;103.48;26.14;0.0
2022;12;3;17;11.12;23.88;0.0
2022;12;3;18;0.0;22.33;0.0
2022;12;3;19;0.0;21.87;0.0
2022;12;3;20;0.0;21.48;0.0
2022;12;3;21;0.0;20.95;0.0
2022;12;3;22;0.0;20.34;0.0
2022;12;3;23;0.0;19.79;0.0
2022;12;4;0;0.0;19.35;0.0
2022;12;4;1;0.0;19.15;0.0
2022;12;4;2;0.0;19.01;0.0
2022;12;4;3;0.0;18.86;0.0
2022;12;4;4;0.0;18.76;0.0
2022;12;4;5;0.0;18.67;0.0
2022;12;4;6;73.25;19.27;0.0
2022;12;4;7;260.38;21.12;0.0
2022;12;4;8;410.05;23.3;0.0
2022;12;4;9;524.3;25.08;0.0
2022;12;4;10;643.98;26.4;0.0
2022;12;4;11;604.29;27.31;0.0
2022;12;4;12;573.18;27.83;0.0
2022;12;4;13;477.04;27.76;0.0
2022;12;4;14;338.83;27.25;0.0
2022;12;4;15;211.14;26.48;0.0
2022;12;4;16;97.17;25.55;0.0
2022;12;4;17;11.56;24.05;0.0
2022;12;4;18;0.0;23.15;0.0
2022;12;4;19;0.0;22.69;0.0
2022;12;4;20;0.0;22.26;0.0
2022;12;4;21;0.0;21.69;0.0
2022;12;4;22;0.0;21.04;0.0
2022;12;4;23;0.0;20.34;0.0
2022;12;5;0;0.0;19.81;0.0
2022;12;5;1;0.0;19.51;0.0
2022;12;5;2;0.0;19.33;0.0
2022;12;5;3;0.0;19.19;0.0
2022;12;5;4;0.0;19.07;0.0
2022;12;5;5;0.0;19.03;0.0
2022;12;5;6;90.81;19.57;0.0
2022;12;5;7;282.39;20.98;0.0
2022;12;5;8;464.83;22.68;0.0
2022;12;5;9;508.4;24.32;0.0
2022;12;5;10;604.72;25.78;0.0
2022;12;5;11;577.56;26.75;0.0
2022;12;5;12;510.29;27.26;0.0
2022;12;5;13;429.2;27.37;0.0
2022;12;5;14;326.8;27.08;0.0
2022;12;5;15;213.41;26.22;0.0
2022;12;5;16;100.86;25.22;0.0
2022;12;5;17;11.69;23.55;0.0
2022;12;5;18;0.0;22.32;0.0
2022;12;5;19;0.0;21.46;0.0
2022;12;5;20;0.0;20.88;0.0
2022;12;5;21;0.0;20.64;0.0
2022;12;5;22;0.0;20.26;0.0
2022;12;5;23;0.0;19.8;0.0
2022;12;6;0;0.0;19.33;0.0
2022;12;6;1;0.0;18.75;0.0
2022;12;6;2;0.0;18.08;0.0
2022;12;6;3;0.0;17.76;0.0
2022;12;6;4;0.0;17.62;0.0
2022;12;6;5;0.0;17.58;0.0
2022;12;6;6;67.95;18.27;0.0
2022;12;6;7;217.88;19.86;0.0
2022;12;6;8;421.42;21.79;0.0
2022;12;6;9;552.19;23.58;0.0
2022;12;6;10;646.42;25.13;0.0
2022;12;6;11;586.3;26.26;0.0
2022;12;6;12;530.62;26.98;0.0
2022;12;6;13;470.87;27.25;0.0
2022;12;6;14;356.91;27.02;0.0
2022;12;6;15;229.04;26.42;0.0
2022;12;6;16;118.45;25.46;0.0
2022;12;6;17;11.86;23.43;0.0
2022;12;6;18;0.0;22.0;0.0
2022;12;6;19;0.0;21.45;0.0
2022;12;6;20;0.0;21.15;0.0
2022;12;6;21;0.0;20.77;0.0
2022;12;6;22;0.0;20.33;0.0
2022;12;6;23;0.0;19.94;0.0
2022;12;7;0;0.0;19.72;0.0
2022;12;7;1;0.0;19.4;0.0
2022;12;7;2;0.0;19.07;0.0
2022;12;7;3;0.0;18.8;0.0
2022;12;7;4;0.0;18.65;0.0
2022;12;7;5;0.0;18.65;0.0
2022;12;7;6;88.16;18.87;0.0
2022;12;7;7;285.17;20.53;0.0
2022;12;7;8;488.39;22.98;0.0
2022;12;7;9;579.78;25.25;0.0
2022;12;7;10;695.78;27.01;0.0
2022;12;7;11;713.84;28.23;0.0
2022;12;7;12;641.05;28.9;0.0
2022;12;7;13;534.23;29.14;0.0
2022;12;7;14;426.02;28.87;0.0
2022;12;7;15;269.27;28.15;0.0
2022;12;7;16;123.35;26.83;0.0
2022;12;7;17;12.53;24.37;0.0
2022;12;7;18;0.0;22.73;0.0
2022;12;7;19;0.0;21.99;0.0
2022;12;7;20;0.0;21.39;0.0
2022;12;7;21;0.0;20.8;0.0
2022;12;7;22;0.0;20.26;0.0
2022;12;7;23;0.0;19.65;0.0
2022;12;8;0;0.0;19.16;0.0
2022;12;8;1;0.0;18.92;0.0
2022;12;8;2;0.0;18.83;0.0
2022;12;8;3;0.0;18.75;0.0
2022;12;8;4;0.0;18.69;0.0
2022;12;8;5;0.0;18.58;0.0
2022;12;8;6;66.58;19.08;0.0
2022;12;8;7;214.91;20.85;0.0
2022;12;8;8;393.8;23.05;0.0
2022;12;8;9;522.93;25.23;0.0
2022;12;8;10;592.14;27.11;0.0
2022;12;8;11;626.84;28.47;0.0
2022;12;8;12;583.23;29.2;0.0
2022;12;8;13;509.8;29.48;0.0
2022;12;8;14;359.88;29.32;0.0
2022;12;8;15;219.3;28.59;0.0
2022;12;8;16;95.72;27.32;0.0
2022;12;8;17;11.31;24.8;0.0
2022;12;8;18;0.0;23.17;0.0
2022;12;8;19;0.0;22.58;0.0
2022;12;8;20;0.0;22.04;0.0
2022;12;8;21;0.0;21.48;0.0
2022;12;8;22;0.0;20.85;0.0
2022;12;8;23;0.0;20.16;0.0
2022;12;9;0;0.0;19.73;0.0
2022;12;9;1;0.0;19.37;0.0
2022;12;9;2;0.0;19.12;0.0
2022;12;9;3;0.0;18.94;0.0
2022;12;9;4;0.0;18.69;0.0
2022;12;9;5;0.0;18.56;0.0
2022;12;9;6;82.1;19.14;0.0
2022;12;9;7;221.21;21.62;0.0
2022;12;9;8;380.69;24.45;0.0
2022;12;9;9;474.46;26.7;0.0
2022;12;9;10;553.77;28.47;0.0
2022;12;9;11;567.07;29.8;0.0
